raf_numero;aue_raisonsociale;aue_adresse;aue_codepostal;aue_commune;dpt_id;aue_siteinternet;aue_permis1euro_flag;aue_labelqualite_flag;aue_ecoleasso_flag;aue_aac_flag;aue_cs_flag;A_flag;A1_flag;A2_flag;B_flag;BE_flag;C_flag;C1_flag;CE_flag;C1E_flag;D_flag;D1_flag;DE_flag;D1E_flag;A_nombre_1pra;A_taux_1pra;A_taux_xpra;B_nombre_1pra;B_taux_1pra;B_taux_1pra_aac;B_taux_1pra_cs;B_taux_xpra;CD_nombre_1pra;CD_taux_1pra;CD_taux_xpra;aue_enligne_flag;optionnel_nombre_examen_total_tout_passage_AC;optionnel_nombre_examen_total_tout_passage_AP;optionnel_nombre_examen_total_tout_passage_BC;optionnel_nombre_examen_total_tout_passage_CEC;optionnel_nombre_examen_total_tout_passage_CEP;optionnel_taux_reussite_tout_passage_AC;optionnel_taux_reussite_tout_passage_AP;optionnel_taux_reussite_tout_passage_CEC;optionnel_taux_reussite_tout_passage_CEP;optionnel_nombre_examen_total_1er_passage_AC;optionnel_nombre_examen_total_1er_passage_AP;optionnel_nombre_examen_total_1er_passage_CEC;optionnel_nombre_examen_total_1er_passage_CEP;optionnel_taux_reussite_1er_passage_AC;optionnel_taux_reussite_1er_passage_AP;optionnel_taux_reussite_1er_passage_CEC;optionnel_taux_reussite_1er_passage_CEP;optionnel_nombre_1er_passage_acc_total;optionnel_nombre_1er_passage_superv_total;A_acc_sourd_mal;A_acc_handi;A1_acc_sourd_mal;A1_acc_handi;A2_acc_sourd_mal;A2_acc_handi;B_acc_sourd_mal;B_acc_handi;BE_acc_sourd_mal;BE_acc_handi;C_acc_sourd_mal;C_acc_handi;C1_acc_sourd_mal;C1_acc_handi;CE_acc_sourd_mal;CE_acc_handi;C1E_acc_sourd_mal;C1E_acc_handi;D_acc_sourd_mal;D_acc_handi;D1_acc_sourd_mal;D1_acc_handi;DE_acc_sourd_mal;DE_acc_handi;D1E_acc_sourd_mal;D1E_acc_handi
E2205700020;AUTO ECOLE DRIVING 57;AVENUE POMPIDOU;57340;MORHANGE;57;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;62;0.6451612903225806;0.8571428571428571;NC;0,62;NC;NC;NC;FALSE;NC;NC;99;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.8571428571428571;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1607800250;AUTO ECOLE DRIVING S.E.K;24, AVENUE DU CEP;78300;POISSY;78;;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;327;0.5871559633027523;0.7142857142857143;0.6105263157894737;0,61;NC;NC;NC;FALSE;NC;NC;484;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.7142857142857143;0.6105263157894737;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0205604930;AUTO ECOLE DU  CHEVAL BLANC;3 bis place commerciale;56600;LANESTER;56;;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;145;0.6344827586206897;0.8181818181818182;NC;0,64;NC;NC;NC;FALSE;NC;NC;234;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.8181818181818182;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2507500050;AUTO ECOLE DU 10EME;83 Boulevard de la Villette;75010;PARIS;75;;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;79;0.7974683544303798;NC;NC;0,80;NC;NC;NC;FALSE;NC;NC;148;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1807500060;AUTO ECOLE DU 11;5 AVENUE PARMENTIER;75011;PARIS;75;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;133;0.6240601503759399;NC;NC;0,59;NC;NC;NC;FALSE;NC;NC;226;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0207105170;AUTO ECOLE DU BAHUT;59 BOULEVARD DES NEUF CLES;71000;MACON;71;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;78;0.6153846153846154;0.6857142857142857;0.4;0,59;NC;NC;NC;FALSE;NC;NC;123;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.6857142857142857;0.4;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2000100060;AUTO ECOLE DU BAS BUGEY;14 RUE GEORGES GIRERD;01300;BELLEY;1;;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;309;0.8349514563106796;0.8979591836734694;0.717948717948718;0,83;NC;NC;NC;FALSE;NC;NC;339;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.8979591836734694;0.717948717948718;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2501400060;AUTO ECOLE DU BASSIN;18 RUE DES VASES;14600;HONFLEUR;14;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;7;0.2857142857142857;NC;NC;0,48;NC;NC;NC;FALSE;NC;NC;21;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1902700140;AUTO ECOLE DU BEL EBAT;1 RUE VICTOR HUGO;27000;EVREUX;27;;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;273;0.7252747252747253;0.7636363636363637;0.7272727272727273;0,72;NC;NC;NC;FALSE;NC;NC;406;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.7636363636363637;0.7272727272727273;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2309200070;ECOLE DE CONDUITE RIVE 17;28 RUE BERANGER;92320;CHATILLON;92;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2403800160;AUTO ECOLE DU BOURG NEUF;2 RUE DU BOURG NEUF RESIDENCE LE BOURG;38480;LE PONT-DE-BEAUVOISIN;38;;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;277;0.6895306859205776;0.8796296296296297;0.5714285714285714;0,68;NC;NC;NC;FALSE;NC;NC;384;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.8796296296296297;0.5714285714285714;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1602900040;AUTO ECOLE DU BOUT DU MONDE;9 RUE DE L'EGLISE;29150;CHATEAULIN;29;;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;155;0.6193548387096774;0.7241379310344828;0.75;0,62;NC;NC;NC;FALSE;NC;NC;269;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.7241379310344828;0.75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0306102850;AUTO ECOLE DU BUAT;4 rue du Buat;61300;L'AIGLE;61;;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;214;0.7616822429906542;0.8421052631578947;0.6666666666666666;0,75;NC;NC;NC;FALSE;NC;NC;278;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.8421052631578947;0.6666666666666666;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1400600030;AUTO ECOLE DU CAP D AIL;01 PLACE DE LA LIBERTE BAT A LE ZEPHYR;06320;CAP-D'AIL;6;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;68;0.5441176470588235;0.6666666666666666;NC;0,51;NC;NC;NC;FALSE;NC;NC;152;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.6666666666666666;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1605900230;AUTO ECOLE DU CARTIGNY;265 RUE CARNOT;59150;WATTRELOS;59;;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;144;0.5972222222222222;0.5;0.3333333333333333;0,58;NC;NC;NC;FALSE;NC;NC;224;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.5;0.3333333333333333;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1905900240;AUTO ECOLE DU CARTIGNY;2 PLACE DE LA REPUBLIQUE;59790;RONCHIN;59;;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;84;0.7261904761904762;0.7272727272727273;NC;0,75;NC;NC;NC;FALSE;NC;NC;110;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.7272727272727273;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2404200050;AUTO ECOLE DU CEDRE;1 RUE DE LA LIBERTE;42380;SAINT-BONNET-LE-CHATEAU;42;;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;88;0.5795454545454546;0.631578947368421;0.25;0,57;NC;NC;NC;FALSE;NC;NC;136;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.631578947368421;0.25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1505900520;AUTO ECOLE DU CENTRE;15/3 CHEMIN DES VIEUX ARBRES;59650;VILLENEUVE-D'ASCQ;59;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;186;0.6774193548387096;0.6;0.7083333333333334;0,69;NC;NC;NC;FALSE;NC;NC;325;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.6;0.7083333333333334;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2402600030;AUTO ECOLE DU CENTRE;51 AVENUE JEAN JAURES;26600;TAIN-L'HERMITAGE;26;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;104;0.7211538461538461;0.875;0.6666666666666666;0,73;NC;NC;NC;FALSE;NC;NC;141;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.875;0.6666666666666666;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0203400360;AUTO ECOLE DU CENTRE;44 RUE MAURICE CLAVEL;34200;SETE;34;;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;33;0.48484848484848486;NC;NC;0,56;NC;NC;NC;FALSE;NC;NC;61;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2309200090;AUTO ECOLE DU CENTRE;12 AVENUE DE PARIS;92320;CHATILLON;92;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;49;0.5510204081632653;0.3333333333333333;0.8;0,60;NC;NC;NC;FALSE;NC;NC;73;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.3333333333333333;0.8;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0209C00520;CENTRE DE FORMATION  OHLICHER TRANSPORT (CFOT);ZI SIMEG Degrad des Cannes;97354;REMIRE-MONTJOLY;973;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1502700030;AUTO ECOLE DU CENTRE;15 BIS PLACE DU GENERAL DE GAULLE;27100;LE VAUDREUIL;27;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;56;0.6785714285714286;0.7777777777777778;0.75;0,65;NC;NC;NC;FALSE;NC;NC;86;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.7777777777777778;0.75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2309400010;AUTO ECOLE DU CENTRE (AEC);1 PASSAGE DE LA FONTAINE;94800;VILLEJUIF;94;;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;75;0.6133333333333333;NC;0.42857142857142855;0,61;NC;NC;NC;FALSE;NC;NC;118;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.42857142857142855;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2309200140;AUTO ECOLE DU CENTRE ISSY;24 RUE ANATOLE FRANCE-BD GALLIENI;92130;ISSY-LES-MOULINEAUX;92;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;29;0.41379310344827586;NC;NC;0,53;NC;NC;NC;FALSE;NC;NC;43;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0306212110;CENTRE DE FORMATION TRANSPORTS;ZA de la CanardiEre - route de QuEhen;62360;ISQUES;62;;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1608600050;AUTO ECOLE DU CENTRE VILLE;3 Ter rue de l'UniversitE;86000;POITIERS;86;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;136;0.5147058823529411;0.7096774193548387;0.5161290322580645;0,54;NC;NC;NC;FALSE;NC;NC;256;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.7096774193548387;0.5161290322580645;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0202403680;AUTO ECOLE DU CHAMP DE FOIRE BERTHAUD SANDRINE;2 AVENUE JULES FERRY;24300;NONTRON;24;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;49;0.8775510204081632;0.9375;0.75;0,78;NC;NC;NC;FALSE;NC;NC;68;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.9375;0.75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1007718180;AUTO ECOLE DU CHAMP DE MARS;2 RUE BERTHIER;77140;NEMOURS;77;www.autoecolechampdemars.fr;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;57;0.7894736842105263;0.9523809523809523;NC;0,73;NC;NC;NC;FALSE;NC;NC;74;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.9523809523809523;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E2306200030;PROMOTRANS FORMATION PROFESSIONNELLE CONTINUE;630 AVENUE JULES CESAR ZA ACTIPARC;62223;SAINT-LAURENT-BLANGY;62;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E1004102680;AUTO ECOLE DU CHATEAU;6 RUE PAUL BONCOUR;41110;SAINT-AIGNAN;41;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;49;0.7346938775510204;0.8571428571428571;NC;0,67;NC;NC;NC;FALSE;NC;NC;67;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.8571428571428571;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0903808140;AUTO ECOLE DU CHATEAU;21 CHEMIN DE CHAMP SEVER;38121;CHONAS-L'AMBALLAN;38;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;42;0.6190476190476191;0.6666666666666666;NC;0,65;NC;NC;NC;FALSE;NC;NC;63;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.6666666666666666;NC;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
E0507304400;AUTO ECOLE DU CHATEAU;5 RUE DU CHATEAU;73000;CHAMBERY;73;www.autoecoleduchateau.fr;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;NC;NC;NC;274;0.5437956204379562;0.7435897435897436;0.3333333333333333;0,55;NC;NC;NC;FALSE;NC;NC;500;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;0.7435897435897436;0.3333333333333333;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
